loan_id,customer_id,loan_status,loan_amount,state,funded_amount,term,int_rate,installment,grade,issue_date,issue_year,pymnt_plan,type,purpose,description,notes,emp_title,emp_length,home_ownership,annual_inc,annual_inc_joint,verification_status,zip_code,addr_state,avg_cur_bal,Tot_cur_bal
211799,c3e8bee5f282a2e0b4b198493a010y14ea82f6adf580f31317fbb6c,Current,22800.0,MN,22800.0, 60 months,0.2245,635.56,E,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Machinist,10+ years,MORTGAGE,63650.0,,Source Verified,553xx,MN,6974.0,48819.0
213272,b8ach96b4bbcrc70ff3dchn0a1WbfQc5e5c9dcXcc0a7a814d0,Current,23325.0,TX,23325.0, 60 months,0.1561,562.40002,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Business Analyst,5 years,MORTGAGE,55000.0,,Source Verified,787xx,TX,18245.0,164209.0
213385,d780Ljc4qc0be90cf0c91b00413e3s90ea88Wdc1a6ff1b108f91,Current,23400.0,MI,23400.0, 60 months,0.1825,597.40002,D,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,Quality Control,10+ years,MORTGAGE,51000.0,,Verified,494xx,MI,4472.0,84961.0
213610,We884eb82e29184889892a0pa5ka8ue29fRfaccjfd19jb9d9,Late (31-120 days),23550.0,NC,23550.0, 60 months,0.2118,639.5,E,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,DETENTION OFFICER,4 years,MORTGAGE,65582.0,,Source Verified,283xx,NC,2744.0,27444.0
213908,9fse5ULcdf9e31bbfi8416c66bcc402fd97O12hKc6d6f3Td2,Current,23850.0,CA,23850.0, 60 months,0.1825,608.89001,D,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,Plastics Process Technician,1 year,RENT,55000.0,,Verified,928xx,CA,1736.0,8683.0
216527,9b28f0bf1a7c3Ff70e96e3db0f88ab862e982f7e8M18919105Y,Current,24000.0,CA,24000.0, 36 months,0.1249,802.78003,B,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Legal Assistant,6 years,MORTGAGE,72000.0,,Not Verified,948xx,CA,23636.0,189087.0
218726,fe9a8db0b707T19b1deo86l6c6a9ccc812Ucbe0b7a88ac7,Current,24000.0,OK,24000.0, 60 months,0.1365,554.09998,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,National Account Executive,3 years,OWN,70000.0,,Source Verified,740xx,OK,15059.0,180706.0
219123,g0Yd5e4c9b7r4r9b88We8ccFffERecPdb06e5d9QU8b,Current,24000.0,DE,24000.0, 60 months,0.1464,566.44,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,wastewater treatment tech.,10+ years,MORTGAGE,105000.0,,Verified,197xx,DE,57317.0,458534.0
220050,cbd5Oe0acf1593b0519f0f4wcbfde3D079e831dk9c9dSy,Current,24000.0,OK,24000.0, 60 months,0.1825,612.71997,D,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Account Manager,< 1 year,MORTGAGE,93000.0,,Not Verified,741xx,OK,20693.0,186237.0
220595,bbbchf1d7ZDcdcdU0fdwa1Db959cEb8ma49ba8Re008aar,Current,24000.0,IL,24000.0, 60 months,0.2583,716.15997,G,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc, HR Spec,10+ years,RENT,68589.0,,Verified,619xx,IL,3651.0,21907.0
220705,naeme60babdKtd9d1d1E16c501afc7Hf5d6zf095f3c001ca3BI,Current,24025.0,SD,24025.0, 60 months,0.1531,575.46997,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Activities Administrator,2 years,MORTGAGE,79857.0,,Verified,570xx,SD,39040.0,468482.0
220965,8882820ebU0f215c8df85c7c4e2a6f7I0297Br9a8dLDU493,In Grace Period,24350.0,IL,24350.0, 60 months,0.1947,637.96997,D,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,Sales specialist / Supervisor ,3 years,RENT,57500.0,,Source Verified,606xx,IL,3984.0,63741.0
221444,0cmae4c5fbl80V03Dc2e88fuWY04ffcblQff2y,Current,24725.0,OK,24725.0, 60 months,0.1531,592.23999,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Director,7 years,MORTGAGE,75566.398,,Source Verified,730xx,OK,18714.0,224562.0
221452,a899Ab30fb884de04ccf0fnb6Accfdg82f9Yc2e41e8ac41d,Current,24750.0,NY,24750.0, 36 months,0.1249,827.85999,B,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Sales rep,2 years,RENT,80000.0,,Source Verified,110xx,NY,4085.0,49024.0
221984,e6c0f6g87f2f6e51ch923e0ac11998b101fef0c6nW11Rncce0D96,Current,25000.0,SC,25000.0, 60 months,0.1561,602.78998,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Supervisor,9 years,MORTGAGE,60000.0,,Source Verified,292xx,SC,14691.0,132220.0
222005,28bf1a9c0c3WWcf16aca701d0Rf2f111JUt97ddf5930ffac3bbh,Current,25000.0,AZ,25000.0, 60 months,0.2199,690.34003,E,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,Security,4 years,MORTGAGE,65000.0,,Source Verified,851xx,AZ,4439.0,57709.0
227794,N13fcddbdebd98fa108b12951bf606D1cc1fda9ddc9b890aeP,Current,25000.0,GA,25000.0, 60 months,0.1365,577.17999,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,RN Education Coordinator,< 1 year,MORTGAGE,82700.0,,Not Verified,302xx,GA,12403.0,161245.0
227795,s17a705Vcdcb850e7d0b083eqe1Cz98hnaadd094c1j,Current,25000.0,CO,25000.0, 60 months,0.1365,577.17999,C,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,Territory Manager,9 years,MORTGAGE,75000.0,,Not Verified,802xx,CO,27621.0,276208.0
228025,Cae8d0I6ffbe95b20601da8c01c001U08debd0b0bZ11,Current,25000.0,IN,25000.0, 60 months,0.1416,583.78998,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Network Engineer,< 1 year,MORTGAGE,96000.0,,Verified,462xx,IN,9144.0,201167.0
228460,16db068djf7e4d41c15c1b3a9fadbb818bad48bpRcfn8cp11de,Current,25000.0,CA,25000.0, 60 months,0.1561,602.78998,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Sr. Claims Representative,3 years,RENT,96000.0,,Not Verified,926xx,CA,54118.0,649420.0
228470,83rA84edb8denf40f7a9b8dad9fee281e9170ce4c7b7c0U0c9ef,Current,25000.0,LA,25000.0, 60 months,0.1561,602.78998,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Sales & Services,7 years,OWN,65000.0,,Source Verified,705xx,LA,10594.0,52971.0
228734,0WT8c15f0f3b2b6C01ab00fevlc4b7b7wlb71004pt,Current,25000.0,CA,25000.0, 60 months,0.1659,615.82001,D,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Medical Transcription,7 years,MORTGAGE,59000.0,,Verified,952xx,CA,20543.0,246516.0
228930,Qd8bb87feebfbc1e1f1l81d1cafb0e3qa295f19cfco1b,Current,25000.0,MD,25000.0, 60 months,0.1757,629.01001,D,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Financial Auditor,7 years,RENT,70000.0,,Source Verified,217xx,MD,3674.0,25721.0
229638,f5Qcfcfc04b6e8892e9f4d6f2u8fa3f4eck1e1d00afc79b97bbqAff,Current,25000.0,HI,25000.0, 60 months,0.2245,696.89001,E,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Med Transcriptionist 4,10+ years,MORTGAGE,84205.0,,Source Verified,967xx,HI,4834.0,43506.0
230050,b2fdSD17d9oc2b3c3qqab9cf5b38da5895b8da05cbeawa82c1i,Current,25200.0,GA,25200.0, 60 months,0.1947,660.23999,D,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Staff Sergeant,8 years,RENT,60000.0,,Source Verified,319xx,GA,8692.0,78230.0
230954,M129c0fe7d9e98c4p5f3aa99e6e0kc513l99efgpU04,Current,25700.0,TX,25700.0, 60 months,0.1659,633.06,D,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Teacher/ coach,10+ years,MORTGAGE,58500.0,,Not Verified,785xx,TX,23914.0,167399.0
231679,1c1dEP8cf7ldab07ff819109dd8a5940f89dc11ej07dln,Late (31-120 days),26000.0,MA,26000.0, 60 months,0.1464,613.64001,C,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,Account Executive,8 years,RENT,70000.0,,Source Verified,016xx,MA,3928.0,35348.0
232301,b3e5dcBf2qdfcdn8adaf2ffecb48ed818fdbedbqb50fef96r,Current,26500.0,FL,26500.0, 60 months,0.1999,701.95001,E,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Senior Project Manager,4 years,MORTGAGE,65000.0,,Verified,330xx,FL,17315.0,242406.0
232846,ndwtb0Y8cd3efKOc81dQaeb1baUe9a7fd8aTd40bbbd5a9,Current,26875.0,SC,26875.0, 60 months,0.1825,686.10999,D,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Quality Engineer,4 years,MORTGAGE,71968.0,,Source Verified,296xx,SC,2319.0,32472.0
233547,mdba6be1ad8513c0Idcf31cb8c9c5Kj4ef1c49cd3fe9e,Current,27000.0,NY,27000.0, 60 months,0.1947,707.40002,D,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Attorney,4 years,RENT,109258.0,,Not Verified,146xx,NY,12058.0,120575.0
233830,ede2c411af9c97dfcda116wIVefb2a9e8cc794Ld3191beF97,Current,27300.0,FL,27300.0, 60 months,0.1757,686.88,D,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,US Safety Coordinator,3 years,RENT,84000.0,,Not Verified,321xx,FL,6037.0,78479.0
234387,4Re2T95d4c1bc81f984071e9ba214fc8ba58298s91ldfO891f,Current,27875.0,NY,27875.0, 60 months,0.1999,738.37,E,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,cable tech/enginear,10+ years,MORTGAGE,90000.0,,Verified,109xx,NY,20554.0,349419.0
234431,ffc3e5b4d2f3bc11Tb695M1103pldf99f8751aLaba4f6,Current,27975.0,CA,27975.0, 60 months,0.2589,835.77002,G,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Physical therapist,2 years,RENT,90000.0,,Verified,925xx,CA,1813.0,25376.0
234449,a4nY1fif4P9eae8fdfb00f840eb35Y95labd5vd8,Current,27975.0,MD,27975.0, 60 months,0.2118,759.65997,E,04-2014,2014.0,False,INDIVIDUAL,other,Other,desc,History Professor,10+ years,MORTGAGE,70000.0,,Source Verified,218xx,MD,9348.0,65436.0
234621,92S9cf7c6fa99dd11Ndbfdb65876ye9n9db0d2Bd91d1b1ca7f,Current,28000.0,OH,28000.0, 60 months,0.1892,725.10999,D,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Chief Engineer,10+ years,MORTGAGE,105000.0,,Not Verified,453xx,OH,11285.0,169273.0
234628,89ef41cf98d1aa5cffbfd7d78904da10fda7n95Ve4k18MRo1b,Current,28000.0,CT,28000.0, 60 months,0.1999,741.67999,E,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Physician Assistant,7 years,MORTGAGE,111000.0,,Source Verified,060xx,CT,21084.0,337344.0
235244,8b98nf5a4e6m08o87f3f496vZAeecb9f06fc3hab9ce10en95a0,Current,28000.0,NJ,28000.0, 36 months,0.0762,872.52002,A,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Construction Project Manager,1 year,MORTGAGE,130000.0,,Not Verified,073xx,NJ,50764.0,304586.0
235564,19f011a4a0dfAd8bete2jcabb3fe02D13d1f6a6ddr,In Grace Period,28000.0,TX,28000.0, 36 months,0.0967,899.15002,B,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Sr BI Lead,1 year,MORTGAGE,160000.0,,Not Verified,750xx,TX,17491.0,227384.0
237065,edb4c5d8b1b03rv95a8a92edc7c7999e8394c0G213Zb1,Current,28000.0,GA,28000.0, 60 months,0.1531,670.69,C,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,City President,8 years,MORTGAGE,123000.0,,Verified,317xx,GA,16765.0,251470.0
237067,D9dc7LRdf80c7sbb92eb89pWdfddrb0cbQQ8f15,Current,28000.0,PA,28000.0, 60 months,0.1531,670.69,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Engineer,10+ years,MORTGAGE,105000.0,,Not Verified,180xx,PA,18167.0,290672.0
237977,117f1dc3df1197Tn86caaeud1c5e2a00eac1erc201E0b,Current,28375.0,FL,28375.0, 36 months,0.2118,1071.66,E,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,Manager,9 years,MORTGAGE,107151.05,,Source Verified,339xx,FL,116637.0,466548.0
238055,Skbe10v7bbf692f9e3ea3fbc1U089aa3dc05118d91fdda9ab,Current,28500.0,IL,28500.0, 36 months,0.1561,996.5,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Sr. Process Analyst,10+ years,MORTGAGE,68000.0,,Verified,605xx,IL,28783.0,143913.0
238089,8cW99f8V81c70cfd0ffeJcfa5jd083f8f79ec6e2ddbak03e7b6LI,Current,28500.0,WI,28500.0, 60 months,0.1561,687.17999,C,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,Owner,7 years,MORTGAGE,62000.0,,Source Verified,549xx,WI,20108.0,261409.0
238441,1a1cd9b2ZL06JaT07f19ebccdh106if0a591kXb6,Current,28800.0,RI,28800.0, 60 months,0.1464,679.71997,C,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,Enterprise Architect ,1 year,MORTGAGE,105000.0,,Not Verified,029xx,RI,28250.0,310745.0
238755,ie8da17df1Z06Y9fedffa9Jf2fdcc2be10f7cc88b2a98eeb0,Current,29000.0,TX,29000.0, 60 months,0.1249,652.29999,B,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,SENIOR SCHEDULER,5 years,MORTGAGE,103500.0,,Not Verified,751xx,TX,4104.0,41035.0
238822,c2958dPb4n41cc6pb7ebNZc7Ij861efe85610zFdc5d4a810,Current,29000.0,MO,29000.0, 60 months,0.1892,751.01001,D,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Probation & Parole Officer II,10+ years,MORTGAGE,100000.0,,Not Verified,640xx,MO,15624.0,249988.0
238828,83bf01bf1f204d29512cffdc7leez16bcH8duc49b98cb7fb4c385b7,Current,29000.0,CO,29000.0, 60 months,0.1999,768.16998,E,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Advanced Practice Nurse,4 years,RENT,116000.0,,Source Verified,801xx,CO,12231.0,183469.0
239890,00d8Inc4021712WBd5QC1a7e0zLdd8icavDec98de83,Current,30000.0,IN,30000.0, 60 months,0.1892,776.90002,D,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Owner,7 years,MORTGAGE,120000.0,,Verified,462xx,IN,14396.0,302317.0
244983,08910yb0fa168tRC8cd6f2ad0b86r9dR8cb5l95db5Pe4e3d8K,Current,30000.0,VA,30000.0, 60 months,0.1365,692.62,C,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,"Sr Director, Risk Management",10+ years,MORTGAGE,85000.0,,Verified,232xx,VA,17446.0,209350.0
245512,GPc0c5A97c4aaXc0nsyTaa13848cdad418ecfwWb8ff8a,Current,30000.0,IL,30000.0, 60 months,0.1531,718.59003,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,owner,10+ years,MORTGAGE,70000.0,,Verified,601xx,IL,15695.0,235428.0
245548,2T1bc5dc99abe4f80byeea9zeed03fac007f1W04ca178fe0Y9a807,Current,30000.0,OK,30000.0, 60 months,0.1561,723.34003,C,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,Controller,8 years,MORTGAGE,75000.0,,Verified,740xx,OK,13484.0,202262.0
245549,1086ef08490f8e1g001bGWb3RTb484bdd61T21dcvc82,Current,30000.0,MI,30000.0, 60 months,0.1561,723.34003,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,JOB Security,10+ years,MORTGAGE,130000.0,,Verified,481xx,MI,25378.0,177649.0
245555,ee1994tdefb9fpw97c0gb6cdEfc1d7fp8abe9497b31d06,Current,30000.0,GA,30000.0, 60 months,0.1561,723.34003,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,AREA SALES MANAGER,10+ years,MORTGAGE,170000.0,,Source Verified,300xx,GA,21633.0,367759.0
246079,1cRc31fd8088e96fb9f87c4a4e2f2iAbae7Fe4cbw0fa68a,Current,30000.0,WV,30000.0, 60 months,0.1825,765.89001,D,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Attorney ,2 years,MORTGAGE,85000.0,,Verified,255xx,WV,8335.0,83348.0
246707,Qb73b79bd4bbjrbb1buXece58892f1Sa7afde6e7ef6,Current,30000.0,OH,30000.0, 60 months,0.2343,853.15002,F,04-2014,2014.0,False,INDIVIDUAL,major_purchase,Major purchase,desc,Professional Land Surveyor,7 years,MORTGAGE,80000.0,,Verified,452xx,OH,7979.0,119678.0
247563,10ke000Sz82b7C7fe3c216952Pb3b103a819e4ye00Iwdd95S,Late (31-120 days),30900.0,LA,30900.0, 60 months,0.1947,809.58002,D,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,COMPUTER OPERATOR III,7 years,RENT,73800.0,,Verified,706xx,LA,3078.0,18470.0
247818,Lf303028605jb5f7d5f5e5a3o9t06e7c3dbf7a5b007U,Current,31025.0,NY,31025.0, 60 months,0.1892,803.45001,D,04-2014,2014.0,False,INDIVIDUAL,other,Other,desc,CHIEF LINE MECHANIC HOT STICK,10+ years,MORTGAGE,150000.0,,Verified,133xx,NY,20782.0,270165.0
247912,c991ma2nfaa6ek84acf29aHefadf8z83a3bOa38a9d4L4f,Current,31200.0,CO,31200.0, 60 months,0.1365,720.33002,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Frac Op 3,< 1 year,MORTGAGE,120000.0,,Source Verified,814xx,CO,19283.0,192828.0
248116,Ny5d902bd17cca69e95bcetfdNc7fc287Ua5d1f0a6,Current,31500.0,MI,31500.0, 60 months,0.1561,759.51001,C,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,nurse,< 1 year,MORTGAGE,90000.0,,Verified,488xx,MI,20688.0,206879.0
249974,d5081nn110be6f003Ib4oe4e6a3efd61drvQ9dra9b7cbU,Current,32000.0,CA,32000.0, 60 months,0.1464,755.25,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Supervisor-Nuclear Medicine,9 years,RENT,135123.0,,Verified,957xx,CA,6038.0,30190.0
251313,ea8cadcc9fc01fTc3e688ioe0d0db13dfdcVzl1c16CcbMbd9f1d90,Current,33000.0,OH,33000.0, 60 months,0.1561,795.67999,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Director Payroll,10+ years,MORTGAGE,101000.0,,Verified,451xx,OH,12864.0,257277.0
251441,10bb80d5c2ecCY0en9ef393efbfyma08a07b0fd903Cbb384,Current,33225.0,AZ,33225.0, 60 months,0.1757,835.95001,D,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,International Tax Director,10+ years,RENT,410000.0,,Verified,850xx,AZ,24046.0,264508.0
251613,vb2a0VQab0e68ab3eaf6ja01Q18d2wf8c6e3e70880ca,Current,33575.0,CA,33575.0, 60 months,0.1561,809.53998,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,gm 2,10+ years,MORTGAGE,70000.0,,Verified,936xx,CA,22704.0,249748.0
253225,c2afafPBCf4N03Ia31fyc2racc8f10f6b7e39161988fac5,Late (16-30 days),35000.0,OH,35000.0, 60 months,0.2049,936.85999,E,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Health Systems Specialist,5 years,MORTGAGE,100000.0,,Verified,453xx,OH,43179.0,302252.0
253250,7fa492fdc59bebcae5Nme6n792g1IafefuFwfdbd18cc0e4,In Grace Period,35000.0,NY,35000.0, 60 months,0.2245,975.64001,E,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Assistant Professor,3 years,MORTGAGE,97594.0,,Verified,145xx,NY,16132.0,225845.0
253462,a9b5Y16e9c688eb4ccLXd894dbddZ0ld3zta4r,Current,35000.0,MN,35000.0, 60 months,0.1464,826.04999,C,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,Clinic manager,7 years,MORTGAGE,84000.0,,Verified,557xx,MN,15563.0,108938.0
253492,90897f5c8bc0Dsb9f1a5rf080fb033138B93078dwW95a5,Current,35000.0,WA,35000.0, 60 months,0.1825,893.53998,D,04-2014,2014.0,False,INDIVIDUAL,major_purchase,Major purchase,desc,Registered Nurse/ Office Manager,7 years,MORTGAGE,115000.0,,Verified,981xx,WA,79564.0,477386.0
256115,8a9091cff3b6c612a5i6e503a7C15b8f81cefe5e0cb3N8db5E,Current,35000.0,IN,35000.0, 36 months,0.1365,1190.28,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,ROTC Instructor,10+ years,MORTGAGE,85000.0,,Verified,474xx,IN,21219.0,190970.0
257260,a4a1ufabdo9213caXDd8e8S14Uce944ebcf94dbf41c,Current,35000.0,NY,35000.0, 36 months,0.1757,1257.8,D,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Special Investment Officer,6 years,MORTGAGE,115000.0,,Verified,121xx,NY,12755.0,216827.0
259450,f40f9191c3r8e05c094b11931012K831dcdadefTecc6b1Pbadc3f9Z,Current,35000.0,NM,35000.0, 60 months,0.1416,817.29999,C,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,VP of Operations,10+ years,MORTGAGE,90000.0,,Verified,871xx,NM,16285.0,211699.0
259571,841lfboa1b41c2pedZBiedaaa0ca8908eddbb7f,Current,35000.0,PA,35000.0, 60 months,0.1464,826.04999,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Staff Registered Nurse,10+ years,MORTGAGE,165000.0,,Verified,180xx,PA,76203.0,533422.0
259801,a6a7d51fc7819e138fb3ef9cd5c59fN2871dd6e0ec99I19f3,Current,35000.0,TX,35000.0, 60 months,0.1531,838.35999,C,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,Consultant,8 years,MORTGAGE,150000.0,,Source Verified,750xx,TX,32263.0,516200.0
260193,Ha27A02u2jd489gacf0adkfcc1c58300c090Gf1b0ac40cfa,Late (31-120 days),35000.0,NJ,35000.0, 60 months,0.1659,862.15002,D,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,Owner,4 years,MORTGAGE,96267.0,,Verified,080xx,NJ,37557.0,225342.0
260457,f7b8cesddfa2Ds9614ad17aaYf2nf19fB70cd0b7d2f4,Current,35000.0,CA,35000.0, 60 months,0.1757,880.60999,D,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Senior Vice President,4 years,MORTGAGE,410000.0,,Source Verified,900xx,CA,48169.0,867033.0
260907,rb7dac81bLcaf04e899d1en8389f97fpd7taab7847d5faf8,Current,35000.0,NV,35000.0, 60 months,0.1892,906.38,D,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Sr Application Developer,10+ years,MORTGAGE,118000.0,,Verified,891xx,NV,28967.0,405539.0
260911,e4e08f1006C0bf38f8cB8Ucbb5dbd0da1cf8R8391iCJP8a,Current,35000.0,CA,35000.0, 60 months,0.1892,906.38,D,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Chief Creative Officer,4 years,RENT,132000.0,,Verified,921xx,CA,5341.0,69437.0
261340,gv9283eca199efa911RW92e9c4b9e2a8iVaeb4Oa6c8ba8a,Current,35000.0,MD,35000.0, 60 months,0.2049,936.85999,E,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Professor,10+ years,RENT,100000.0,,Verified,210xx,MD,6506.0,84574.0
261611,928cc8f3e904pdad0b0bafdcbj8bf019efaf16829c7fPfda,Current,35000.0,CA,35000.0, 60 months,0.2199,966.46997,E,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Associate Professor,9 years,RENT,90000.0,,Verified,928xx,CA,6521.0,182583.0
261813,e1bc2d411ffb2fL1397Ta7ML9215c8fff8q14df0cr,Current,35000.0,AL,35000.0, 60 months,0.2343,995.34003,F,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,CSFO/Business Manager,10+ years,OWN,100000.0,,Verified,365xx,AL,4450.0,62304.0
